FISCAL_YEAR,PRODUCT,CONVEYANCE,ORIGIN,COUNT_OF_LINES,SUM_OF_MSRP,duty_rate,product_complexity,hts_chapter,country_risk_score,country_avg_value,product_risk_score,conveyance_risk_score,value_per_line,log_msrp,log_lines,tariff_evasion_incentive,high_duty_product,complex_product,is_china,is_hong_kong,is_express,high_value_seizure
2023,Toys,No Transportation Involved,Unknown,1,32,6.8,Medium,95,345,1934068.895652174,102,372,32.0,3.4965075614664802,0.6931471805599453,2.176,0,0,0,0,0,0
2023,Toys,Train,People's Republic of China,2,61303,6.8,Medium,95,472,14582791.302966101,102,31,30651.5,11.02360037265024,1.0986122886681098,2084.3019999999997,0,0,1,0,0,0
2023,Watch,Auto,Republic of Turkiye,1,40600,3.8,High,91,137,1184784.781021898,442,143,40600.0,10.611547975828369,0.6931471805599453,1542.8,0,1,0,0,0,0
2023,Watch,Auto,Swiss Confederation,1,11995,3.8,High,91,14,93815.14285714286,442,143,11995.0,9.392328539868899,0.6931471805599453,455.81,0,1,0,0,0,0
2023,Watch,Auto,United Mexican States,1,6150,3.8,High,91,170,261079.97647058824,442,143,6150.0,8.724369949208368,0.6931471805599453,233.7,0,1,0,0,0,0
2023,Watch,Auto,Unknown,1,180000,3.8,High,91,345,1934068.895652174,442,143,180000.0,12.100717685412471,0.6931471805599453,6840.0,0,1,0,0,0,0
2023,Watch,Commercial Air,Arab Republic of Egypt,7,19686,3.8,High,91,29,90317.24137931035,442,1047,2812.285714285714,9.887713798420087,2.0794415416798357,106.86685714285713,0,1,0,0,0,0
2023,Watch,Commercial Air,Dominican Republic,9,353594,3.8,High,91,103,334914.5048543689,442,1047,39288.22222222222,12.775907469374157,2.302585092994046,1492.9524444444442,0,1,0,0,0,1
2023,Watch,Commercial Air,Federal Democratic Republic of Ethiopia,3,86500,3.8,High,91,13,15613.846153846154,442,1047,28833.333333333332,11.367911253546788,1.3862943611198906,1095.6666666666665,0,1,0,0,0,0
2023,Watch,Commercial Air,Federal Republic of Nigeria,30,234040,3.8,High,91,95,169082.52631578947,442,1047,7801.333333333333,12.363251592666929,3.4339872044851463,296.4506666666667,0,1,0,0,0,1
2023,Watch,Commercial Air,French Republic,7,32286,3.8,High,91,56,22283.285714285714,442,1047,4612.285714285715,10.382419951415045,2.0794415416798357,175.26685714285716,0,1,0,0,0,0
2023,Watch,Commercial Air,Hashemite Kingdom of Jordan,3,204976,3.8,High,91,26,81523.88461538461,442,1047,68325.33333333333,12.23065305670425,1.3862943611198906,2596.3626666666664,0,1,0,0,0,0
2023,Watch,Commercial Air,Hong Kong Special Administrative Region,44,6092501,3.8,High,91,284,8244237.552816901,442,1047,138465.93181818182,15.62256939275391,3.8066624897703196,5261.705409090909,0,1,0,1,0,1
2023,Watch,Commercial Air,Japan,3,64200,3.8,High,91,47,14714.510638297872,442,1047,21400.0,11.06977406588073,1.3862943611198906,813.2,0,1,0,0,0,0
2023,Watch,Commercial Air,Kingdom of Cambodia,1,8484,3.8,High,91,32,94357.4375,442,1047,8484.0,9.046055177668327,0.6931471805599453,322.392,0,1,0,0,0,0
2023,Watch,Commercial Air,Kingdom of Spain,2,438,3.8,High,91,21,7417.142857142857,442,1047,219.0,6.0844994130751715,1.0986122886681098,8.322,0,1,0,0,0,0
2023,Watch,Commercial Air,Kingdom of Thailand,3,26550,3.8,High,91,125,997476.0,442,1047,8850.0,10.186822690744211,1.3862943611198906,336.3,0,1,0,0,0,0
2023,Watch,Commercial Air,Malaysia,21,1673090,3.8,High,91,96,637294.28125,442,1047,79670.95238095238,14.330183371795139,3.091042453358316,3027.4961904761903,0,1,0,0,0,1
2023,Watch,Commercial Air,People's Republic of China,274,31653548,3.8,High,91,472,14582791.302966101,442,1047,115523.89781021897,17.27036083296948,5.616771097666572,4389.9081167883205,0,1,1,0,0,1
2023,Watch,Commercial Air,Republic of Austria,2,47900,3.8,High,91,7,32687.571428571428,442,1047,23950.0,10.776891660007811,1.0986122886681098,910.1,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Cameroon,10,101560,3.8,High,91,24,41624.916666666664,442,1047,10156.0,11.528414882166357,2.3978952727983707,385.92799999999994,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Colombia,1,10,3.8,High,91,105,596276.8285714285,442,1047,10.0,2.3978952727983707,0.6931471805599453,0.38,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Ghana,7,49395,3.8,High,91,33,56003.84848484849,442,1047,7056.428571428572,10.807624728237712,2.0794415416798357,268.14428571428573,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Guatemala,1,760,3.8,High,91,20,6345.6,442,1047,760.0,6.634633357861686,0.6931471805599453,28.88,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of India,14,160000,3.8,High,91,86,2389196.6744186045,442,1047,11428.57142857143,11.982935344196433,2.70805020110221,434.2857142857143,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Iraq,1,90186,3.8,High,91,42,145125.09523809524,442,1047,90186.0,11.409640571495315,0.6931471805599453,3427.0679999999998,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Kenya,5,34190,3.8,High,91,24,51269.041666666664,442,1047,6838.0,10.439717730523846,1.791759469228055,259.844,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Korea,14,253178,3.8,High,91,102,2899829.205882353,442,1047,18084.14285714286,12.441852027423954,2.70805020110221,687.1974285714286,0,1,0,0,0,1
2023,Watch,Commercial Air,Republic of Sierra Leone,4,13015,3.8,High,91,4,28735.0,442,1047,3253.75,9.473934648898874,1.6094379124341003,123.6425,0,1,0,0,0,0
2023,Watch,Commercial Air,Republic of Turkiye,19,613750,3.8,High,91,137,1184784.781021898,442,1047,32302.63157894737,13.327344587417443,2.995732273553991,1227.5,0,1,0,0,0,1
2023,Watch,Commercial Air,Republic of the Philippines,18,295745,3.8,High,91,138,1315450.7536231885,442,1047,16430.277777777777,12.59725625681257,2.9444389791664403,624.3505555555555,0,1,0,0,0,1
2023,Watch,Commercial Air,Socialist Republic of Vietnam,12,87550,3.8,High,91,145,961935.6965517241,442,1047,7295.833333333333,11.379976759693314,2.5649493574615367,277.2416666666666,0,1,0,0,0,0
2023,Watch,Commercial Air,Taiwan,5,84020,3.8,High,91,88,319837.6818181818,442,1047,16804.0,11.338822046580658,1.791759469228055,638.552,0,1,0,0,0,0
2023,Watch,Commercial Air,United Arab Emirates,20,751835,3.8,High,91,120,509279.625,442,1047,37591.75,13.530273494041579,3.044522437723423,1428.4865,0,1,0,0,0,1
2023,Watch,Commercial Air,United States of America,2,50200,3.8,High,91,197,300035.71065989847,442,1047,25100.0,10.823790225800138,1.0986122886681098,953.8,0,1,0,0,0,0
2023,Watch,Commercial Air,Unknown,23,356408,3.8,High,91,345,1934068.895652174,442,1047,15496.0,12.783834226785205,3.1780538303479458,588.848,0,1,0,0,0,1
2023,Watch,Commercial Truck,People's Republic of China,1,25950,3.8,High,91,472,14582791.302966101,442,147,25950.0,10.163965423497029,0.6931471805599453,986.1,0,1,1,0,0,0
2023,Watch,Commercial Truck,Unknown,17,299450,3.8,High,91,345,1934068.895652174,442,147,17614.70588235294,12.609706077142702,2.8903717578961645,669.3588235294118,0,1,0,0,0,1
2023,Watch,Commercial Vessel,Dominican Republic,2,64900,3.8,High,91,103,334914.5048543689,442,300,32450.0,11.080618310893968,1.0986122886681098,1233.1,0,1,0,0,0,0
2023,Watch,Commercial Vessel,People's Republic of China,27,112298758,3.8,High,91,472,14582791.302966101,442,300,4159213.2592592593,18.53667336889071,3.332204510175204,158050.10385185183,0,1,1,0,0,1
2023,Watch,Express Consignment,Canada,13,238075,3.8,High,91,107,56862.40186915888,442,1448,18313.46153846154,12.380345229410455,2.6390573296152584,695.9115384615384,0,1,0,0,1,1
2023,Watch,Express Consignment,Federal Republic of Nigeria,6,81065,3.8,High,91,95,169082.52631578947,442,1448,13510.833333333334,11.303018916688014,1.9459101490553132,513.4116666666666,0,1,0,0,1,0
2023,Watch,Express Consignment,Hashemite Kingdom of Jordan,5,150300,3.8,High,91,26,81523.88461538461,442,1448,30060.0,11.92039522907888,1.791759469228055,1142.28,0,1,0,0,1,0
2023,Watch,Express Consignment,Hong Kong Special Administrative Region,722,77240973,3.8,High,91,284,8244237.552816901,442,1448,106981.95706371192,18.16244062549169,6.583409222158765,4065.314368421053,0,1,0,1,1,1
2023,Watch,Express Consignment,Japan,2,8187,3.8,High,91,47,14714.510638297872,442,1448,4093.5,9.01042494678118,1.0986122886681098,155.553,0,1,0,0,1,0
2023,Watch,Express Consignment,Kingdom of Thailand,15,467510,3.8,High,91,125,997476.0,442,1448,31167.333333333332,13.055178156845832,2.772588722239781,1184.3586666666665,0,1,0,0,1,1
2023,Watch,Express Consignment,Malaysia,33,1478173,3.8,High,91,96,637294.28125,442,1448,44793.121212121216,14.20631810021869,3.5263605246161616,1702.1386060606062,0,1,0,0,1,1
2023,Watch,Express Consignment,People's Republic of China,112,9547544,3.8,High,91,472,14582791.302966101,442,1448,85245.92857142857,16.071794611346427,4.727387818712341,3239.3452857142856,0,1,1,0,1,1
2023,Watch,Express Consignment,Republic of Albania,1,98000,3.8,High,91,15,39598.86666666667,442,1448,98000.0,11.49273296168228,0.6931471805599453,3724.0,0,1,0,0,1,0
2023,Watch,Express Consignment,Republic of Bulgaria,1,1775,3.8,High,91,38,69866.1052631579,442,1448,1775.0,7.4821189235521155,0.6931471805599453,67.45,0,1,0,0,1,0
2023,Watch,Express Consignment,Republic of Colombia,32,4663872,3.8,High,91,105,596276.8285714285,442,1448,145746.0,15.3553567767961,3.4965075614664802,5538.347999999999,0,1,0,0,1,1
2023,Watch,Express Consignment,Republic of India,11,1323065,3.8,High,91,86,2389196.6744186045,442,1448,120278.63636363637,14.095462328474111,2.4849066497880004,4570.5881818181815,0,1,0,0,1,1
2023,Watch,Express Consignment,Republic of Iraq,4,350099,3.8,High,91,42,145125.09523809524,442,1448,87524.75,12.765974106942757,1.6094379124341003,3325.9404999999997,0,1,0,0,1,1
2023,Watch,Express Consignment,Republic of Korea,1,32100,3.8,High,91,102,2899829.205882353,442,1448,32100.0,10.376642461280849,0.6931471805599453,1219.8,0,1,0,0,1,0
2023,Watch,Express Consignment,Republic of Singapore,9,596051,3.8,High,91,111,623126.0360360361,442,1448,66227.88888888889,13.298083190563721,2.302585092994046,2516.6597777777774,0,1,0,0,1,1
2023,Watch,Express Consignment,Republic of Turkiye,4,48350,3.8,High,91,137,1184784.781021898,442,1448,12087.5,10.786242183190828,1.6094379124341003,459.325,0,1,0,0,1,0
2023,Watch,Express Consignment,Republic of the Philippines,119,2580369,3.8,High,91,138,1315450.7536231885,442,1448,21683.7731092437,14.76344335746816,4.787491742782046,823.9833781512606,0,1,0,0,1,1
2023,Watch,Express Consignment,Socialist Republic of Vietnam,8,1577700,3.8,High,91,145,961935.6965517241,442,1448,197212.5,14.271479282079406,2.1972245773362196,7494.075,0,1,0,0,1,1
2023,Watch,Express Consignment,Swiss Confederation,12,658320,3.8,High,91,14,93815.14285714286,442,1448,54860.0,13.397447933296547,2.5649493574615367,2084.68,0,1,0,0,1,1
2023,Watch,Express Consignment,United Arab Emirates,6,112025,3.8,High,91,120,509279.625,442,1448,18670.833333333332,11.62648626619339,1.9459101490553132,709.4916666666666,0,1,0,0,1,0
2023,Watch,Express Consignment,United Kingdom of Great Britain and Northern Ireland,8,2094191,3.8,High,91,86,127475.40697674418,442,1448,261773.875,14.55467835675371,2.1972245773362196,9947.40725,0,1,0,0,1,1
2023,Watch,Express Consignment,United Mexican States,1,300,3.8,High,91,170,261079.97647058824,442,1448,300.0,5.707110264748875,0.6931471805599453,11.4,0,1,0,0,1,0
2023,Watch,Express Consignment,Unknown,292,11664424,3.8,High,91,345,1934068.895652174,442,1448,39946.65753424657,16.27205416946663,5.680172609017068,1517.9729863013697,0,1,0,0,1,1
2023,Watch,Mail,Canada,2,8870,3.8,High,91,107,56862.40186915888,442,945,4435.0,9.090542808520587,1.0986122886681098,168.53,0,1,0,0,0,0
2023,Watch,Mail,Greenland,1,31940,3.8,High,91,1,31940.0,442,945,31940.0,10.371645729982715,0.6931471805599453,1213.72,0,1,0,0,0,0
2023,Watch,Mail,Hong Kong Special Administrative Region,43,4024576,3.8,High,91,284,8244237.552816901,442,945,93594.79069767441,15.207930370144425,3.784189633918261,3556.602046511627,0,1,0,1,0,1
2023,Watch,Mail,Kingdom of Spain,1,9300,3.8,High,91,21,7417.142857142857,442,945,9300.0,9.137877200242468,0.6931471805599453,353.4,0,1,0,0,0,0
2023,Watch,Mail,Kingdom of Thailand,207,11782688,3.8,High,91,125,997476.0,442,945,56921.19806763285,16.282141978389756,5.337538079701318,2163.0055265700485,0,1,0,0,0,1
2023,Watch,Mail,Kingdom of the Netherlands,51,1300185,3.8,High,91,43,717691.0697674418,442,945,25493.823529411766,14.078017889120316,3.9512437185814275,968.765294117647,0,1,0,0,0,1
2023,Watch,Mail,Malaysia,23,839273,3.8,High,91,96,637294.28125,442,945,36490.13043478261,13.64029251139497,3.1780538303479458,1386.624956521739,0,1,0,0,0,1
2023,Watch,Mail,People's Republic of China,868,33864945,3.8,High,91,472,14582791.302966101,442,945,39014.91359447005,17.33789099606321,6.767343125265392,1482.5667165898617,0,1,1,0,0,1
2023,Watch,Mail,Republic of Austria,2,19525,3.8,High,91,7,32687.571428571428,442,945,9762.5,9.879502189785617,1.0986122886681098,370.975,0,1,0,0,0,0
2023,Watch,Mail,Republic of Colombia,3,120550,3.8,High,91,105,596276.8285714285,442,945,40183.333333333336,11.69982817888806,1.3862943611198906,1526.9666666666665,0,1,0,0,0,0
2023,Watch,Mail,Republic of Ghana,1,15990,3.8,High,91,33,56003.84848484849,442,945,15990.0,9.679781342959442,0.6931471805599453,607.62,0,1,0,0,0,0
2023,Watch,Mail,Republic of India,20,325500,3.8,High,91,86,2389196.6744186045,442,945,16275.0,12.693120812822663,3.044522437723423,618.45,0,1,0,0,0,1
2023,Watch,Mail,Republic of Kenya,1,9950,3.8,High,91,24,51269.041666666664,442,945,9950.0,9.205428327615163,0.6931471805599453,378.1,0,1,0,0,0,0
2023,Watch,Mail,Republic of Singapore,21,2236700,3.8,High,91,111,623126.0360360361,442,945,106509.52380952382,14.620512570385488,3.091042453358316,4047.361904761905,0,1,0,0,0,1
2023,Watch,Mail,Republic of Trinidad and Tobago,1,24100,3.8,High,91,1,24100.0,442,945,24100.0,10.090008612393838,0.6931471805599453,915.8,0,1,0,0,0,0
2023,Watch,Mail,Republic of Turkiye,191,4430480,3.8,High,91,137,1184784.781021898,442,945,23196.230366492146,15.304018714005272,5.2574953720277815,881.4567539267015,0,1,0,0,0,1
2023,Watch,Mail,Republic of the Philippines,9,176681,3.8,High,91,138,1315450.7536231885,442,945,19631.222222222223,12.082106785546777,2.302585092994046,745.9864444444445,0,1,0,0,0,0
2023,Watch,Mail,Russian Federation,2,121290,3.8,High,91,32,27191.9375,442,945,60645.0,11.705947895971716,1.0986122886681098,2304.51,0,1,0,0,0,0
2023,Watch,Mail,Socialist Republic of Vietnam,2,53700,3.8,High,91,145,961935.6965517241,442,945,26850.0,10.891186902297498,1.0986122886681098,1020.3,0,1,0,0,0,0
2023,Watch,Mail,Taiwan,1,29650,3.8,High,91,88,319837.6818181818,442,945,29650.0,10.297251130669952,0.6931471805599453,1126.7,0,1,0,0,0,0
2023,Watch,Mail,United Kingdom of Great Britain and Northern Ireland,14,523400,3.8,High,91,86,127475.40697674418,442,945,37385.71428571428,13.168103179660996,2.70805020110221,1420.6571428571426,0,1,0,0,0,1
2023,Watch,Mail,United Mexican States,1,30000,3.8,High,91,170,261079.97647058824,442,945,30000.0,10.308985993422082,0.6931471805599453,1140.0,0,1,0,0,0,0
2023,Watch,Mail,United States of America,3,60150,3.8,High,91,197,300035.71065989847,442,945,20050.0,11.004613346368536,1.3862943611198906,761.9,0,1,0,0,0,0
2023,Watch,Mail,Unknown,86,2107890,3.8,High,91,345,1934068.895652174,442,945,24510.3488372093,14.561198479526611,4.465908118654584,931.3932558139535,0,1,0,0,0,1
2023,Watch,No Transportation Involved,Hong Kong Special Administrative Region,1,82000,3.8,High,91,284,8244237.552816901,442,372,82000.0,11.314486721293981,0.6931471805599453,3116.0,0,1,0,1,0,0
2023,Watch,No Transportation Involved,Kingdom of Thailand,1,100000,3.8,High,91,125,997476.0,442,372,100000.0,11.51293546492023,0.6931471805599453,3800.0,0,1,0,0,0,0
2023,Watch,No Transportation Involved,People's Republic of China,45,16329384,3.8,High,91,472,14582791.302966101,442,372,362875.2,16.608476803490372,3.828641396489095,13789.2576,0,1,1,0,0,1
2023,Watch,No Transportation Involved,Republic of the Philippines,4,23400,3.8,High,91,138,1315450.7536231885,442,372,5850.0,10.060534035475412,1.6094379124341003,222.3,0,1,0,0,0,0
2023,Watch,No Transportation Involved,United States of America,10,97507,3.8,High,91,197,300035.71065989847,442,372,9750.7,11.487689704901968,2.3978952727983707,370.52660000000003,0,1,0,0,0,0
2023,Watch,No Transportation Involved,Unknown,44,936563,3.8,High,91,345,1934068.895652174,442,372,21285.522727272728,13.749973138093438,3.8066624897703196,808.8498636363636,0,1,0,0,0,1
2023,Watch,Other,Hong Kong Special Administrative Region,4,2257899,3.8,High,91,284,8244237.552816901,442,81,564474.75,14.62994573573142,1.6094379124341003,21450.0405,0,1,0,1,0,1
2023,Watch,Other,Unknown,3,405000,3.8,High,91,345,1934068.895652174,442,81,135000.0,12.91164481522143,1.3862943611198906,5130.0,0,1,0,0,0,1
2023,Watch,Truck,Unknown,2,16200,3.8,High,91,345,1934068.895652174,442,28,8100.0,9.692828247710418,1.0986122886681098,307.8,0,1,0,0,0,0
2023,other,Auto,Hong Kong Special Administrative Region,2,534,7.5,Medium,99,284,8244237.552816901,685,143,267.0,6.282266746896006,1.0986122886681098,20.025,0,0,0,1,0,0
2023,other,Auto,People's Republic of China,6,74368,7.5,Medium,99,472,14582791.302966101,685,143,12394.666666666666,11.21679446732484,1.9459101490553132,929.6,0,0,1,0,0,0
2023,other,Auto,Republic of the Philippines,41,273649,7.5,Medium,99,138,1315450.7536231885,685,143,6674.365853658536,12.519605196572064,3.7376696182833684,500.5774390243902,0,0,0,0,0,1
2023,other,Auto,United Mexican States,59,9663,7.5,Medium,99,170,261079.97647058824,685,143,163.77966101694915,9.176162920174596,4.0943445622221,12.283474576271187,0,0,0,0,0,0
2023,other,Auto,United States of America,16,1083,7.5,Medium,99,197,300035.71065989847,685,143,67.6875,6.988413181999592,2.833213344056216,5.0765625,0,0,0,0,0,0
2023,other,Auto,Unknown,18,16993,7.5,Medium,99,345,1934068.895652174,685,143,944.0555555555555,9.740615619563487,2.9444389791664403,70.80416666666667,0,0,0,0,0,0
2023,other,Commercial Air,Arab Republic of Egypt,20,21645,7.5,Medium,99,29,90317.24137931035,685,1047,1082.25,9.982575958855092,3.044522437723423,81.16875,0,0,0,0,0,0
2023,other,Commercial Air,Dominican Republic,3,7050,7.5,Medium,99,103,334914.5048543689,685,1047,2350.0,8.860924729719041,1.3862943611198906,176.25,0,0,0,0,0,0
2023,other,Commercial Air,Federal Democratic Republic of Ethiopia,2,1580,7.5,Medium,99,13,15613.846153846154,685,1047,790.0,7.365812837209472,1.0986122886681098,59.25,0,0,0,0,0,0
2023,other,Commercial Air,Federal Republic of Nigeria,104,138350,7.5,Medium,99,95,169082.52631578947,685,1047,1330.2884615384614,11.837549213233764,4.653960350157523,99.77163461538461,0,0,0,0,0,0
2023,other,Commercial Air,French Republic,25,35119,7.5,Medium,99,56,22283.285714285714,685,1047,1404.76,10.466526047749053,3.258096538021482,105.35700000000001,0,0,0,0,0,0
2023,other,Commercial Air,Hashemite Kingdom of Jordan,9,45375,7.5,Medium,99,26,81523.88461538461,685,1047,5041.666666666667,10.722738609891799,2.302585092994046,378.125,0,0,0,0,0,0
2023,other,Commercial Air,Hong Kong Special Administrative Region,278,1650156,7.5,Medium,99,284,8244237.552816901,685,1047,5935.812949640288,14.316380992865296,5.631211781821365,445.1859712230216,0,0,0,1,0,1
2023,other,Commercial Air,Kingdom of Morocco,2,1450,7.5,Medium,99,5,67076.0,685,1047,725.0,7.280008252884188,1.0986122886681098,54.375,0,0,0,0,0,0
2023,other,Commercial Air,Kingdom of Spain,34,24327,7.5,Medium,99,21,7417.142857142857,685,1047,715.5,10.099383229357201,3.5553480614894135,53.6625,0,0,0,0,0,0
2023,other,Commercial Air,Kingdom of Thailand,14,11579,7.5,Medium,99,125,997476.0,685,1047,827.0714285714286,9.357034751126987,2.70805020110221,62.030357142857135,0,0,0,0,0,0
2023,other,Commercial Air,Malaysia,7,2976,7.5,Medium,99,96,637294.28125,685,1047,425.14285714285717,7.998671361015776,2.0794415416798357,31.88571428571429,0,0,0,0,0,0
2023,other,Commercial Air,People's Republic of China,2115,20871490,7.5,Medium,99,472,14582791.302966101,685,1047,9868.316784869976,16.853894718763126,7.65728279297819,740.1237588652482,0,0,1,0,0,1
2023,other,Commercial Air,Republic of Cameroon,2,2440,7.5,Medium,99,24,41624.916666666664,685,1047,1220.0,7.80016307039296,1.0986122886681098,91.5,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Colombia,14,27871,7.5,Medium,99,105,596276.8285714285,685,1047,1990.7857142857142,10.23537787965223,2.70805020110221,149.30892857142857,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Cyprus,1,290,7.5,Medium,99,5,26952.0,685,1047,290.0,5.673323267171493,0.6931471805599453,21.75,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Ecuador,22,2646,7.5,Medium,99,33,106683.54545454546,685,1047,120.27272727272727,7.881182202227102,3.1354942159291497,9.020454545454545,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Ghana,5,6611,7.5,Medium,99,33,56003.84848484849,685,1047,1322.2,8.796641458940915,1.791759469228055,99.165,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Guatemala,1,1,7.5,Medium,99,20,6345.6,685,1047,1.0,0.6931471805599453,0.6931471805599453,0.075,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Korea,193,890092,7.5,Medium,99,102,2899829.205882353,685,1047,4611.875647668394,13.699081230631187,5.267858159063328,345.89067357512954,0,0,0,0,0,1
2023,other,Commercial Air,Republic of Liberia,2,4345,7.5,Medium,99,17,39341.58823529412,685,1047,2172.5,8.377011160816375,1.0986122886681098,162.9375,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Panama,1,5260,7.5,Medium,99,17,272087.9411764706,685,1047,5260.0,8.568076401730806,0.6931471805599453,394.5,0,0,0,0,0,0
2023,other,Commercial Air,Republic of Turkiye,95,391656,7.5,Medium,99,137,1184784.781021898,685,1047,4122.694736842105,12.878141735736646,4.564348191467836,309.2021052631579,0,0,0,0,0,1
2023,other,Commercial Air,Republic of Zambia,4,1920,7.5,Medium,99,7,7376.142857142857,685,1047,480.0,7.560601162768557,1.6094379124341003,36.0,0,0,0,0,0,0
2023,other,Commercial Air,Republic of the Philippines,169,361975,7.5,Medium,99,138,1315450.7536231885,685,1047,2141.8639053254437,12.799333190267534,5.135798437050262,160.63979289940826,0,0,0,0,0,1
2023,other,Commercial Air,Socialist Republic of Vietnam,293,1568703,7.5,Medium,99,145,961935.6965517241,685,1047,5353.935153583618,14.26576035872315,5.683579767338681,401.5451365187713,0,0,0,0,0,1
2023,other,Commercial Air,Taiwan,23,24709,7.5,Medium,99,88,319837.6818181818,685,1047,1074.304347826087,10.114963298982655,3.1780538303479458,80.57282608695652,0,0,0,0,0,0
2023,other,Commercial Air,United Arab Emirates,33,46353,7.5,Medium,99,120,509279.625,685,1047,1404.6363636363637,10.744062867162505,3.5263605246161616,105.34772727272728,0,0,0,0,0,0
2023,other,Commercial Air,United States of America,4,12719,7.5,Medium,99,197,300035.71065989847,685,1047,3179.75,9.450930836894113,1.6094379124341003,238.48125,0,0,0,0,0,0
2023,other,Commercial Air,Unknown,101,360823,7.5,Medium,99,345,1934068.895652174,685,1047,3572.5049504950493,12.796145583805332,4.624972813284271,267.9378712871287,0,0,0,0,0,1
2023,other,Commercial Truck,Canada,1,356,7.5,Medium,99,107,56862.40186915888,685,147,356.0,5.877735781779639,0.6931471805599453,26.7,0,0,0,0,0,0
2023,other,Commercial Truck,People's Republic of China,4,70480,7.5,Medium,99,472,14582791.302966101,685,147,17620.0,11.163098448931654,1.6094379124341003,1321.5,0,0,1,0,0,0
2023,other,Commercial Truck,United Mexican States,13,56913,7.5,Medium,99,170,261079.97647058824,685,147,4377.923076923077,10.949296635544345,2.6390573296152584,328.34423076923076,0,0,0,0,0,0
2023,other,Commercial Truck,Unknown,8,8405,7.5,Medium,99,345,1934068.895652174,685,147,1050.625,9.036701015565063,2.1972245773362196,78.796875,0,0,0,0,0,0
2023,other,Commercial Vessel,Dominican Republic,1,708,7.5,Medium,99,103,334914.5048543689,685,300,708.0,6.5638555265321274,0.6931471805599453,53.1,0,0,0,0,0,0
2023,other,Commercial Vessel,Federal Republic of Nigeria,7,511,7.5,Medium,99,95,169082.52631578947,685,300,73.0,6.238324625039508,2.0794415416798357,5.475,0,0,0,0,0,0
2023,other,Commercial Vessel,Hashemite Kingdom of Jordan,1,18264,7.5,Medium,99,26,81523.88461538461,685,300,18264.0,9.812741939229383,0.6931471805599453,1369.8,0,0,0,0,0,0
2023,other,Commercial Vessel,Islamic Republic of Pakistan,49,788913,7.5,Medium,99,54,227779.8148148148,685,300,16100.265306122448,13.578412595154646,3.912023005428146,1207.5198979591835,0,0,0,0,0,1
2023,other,Commercial Vessel,Kingdom of the Netherlands,1,662,7.5,Medium,99,43,717691.0697674418,685,300,662.0,6.4967749901858625,0.6931471805599453,49.65,0,0,0,0,0,0
2023,other,Commercial Vessel,Malaysia,7,961520,7.5,Medium,99,96,637294.28125,685,300,137360.0,13.776271684646098,2.0794415416798357,10302.0,0,0,0,0,0,1
2023,other,Commercial Vessel,People's Republic of China,1031,260711861,7.5,Medium,99,472,14582791.302966101,685,300,252872.80407371483,19.378926378443985,6.939253946041508,18965.460305528613,0,0,1,0,0,1
2023,other,Commercial Vessel,Republic of Cote d'Ivoire,1,864,7.5,Medium,99,4,26487.5,685,300,864.0,6.762729506931879,0.6931471805599453,64.8,0,0,0,0,0,0
2023,other,Commercial Vessel,Republic of India,10,240687,7.5,Medium,99,86,2389196.6744186045,685,300,24068.7,12.391256767937605,2.3978952727983707,1805.1525,0,0,0,0,0,1
2023,other,Commercial Vessel,Republic of Turkiye,15,929360,7.5,Medium,99,137,1184784.781021898,685,300,61957.333333333336,13.742252532196074,2.772588722239781,4646.8,0,0,0,0,0,1
2023,other,Commercial Vessel,Socialist Republic of Vietnam,7,25804,7.5,Medium,99,145,961935.6965517241,685,300,3686.285714285714,10.158323550582827,2.0794415416798357,276.47142857142853,0,0,0,0,0,0
2023,other,Commercial Vessel,United Arab Emirates,6,36988,7.5,Medium,99,120,509279.625,685,300,6164.666666666667,10.518375850127462,1.9459101490553132,462.35,0,0,0,0,0,0
2023,other,Commercial Vessel,United Mexican States,5,7549512,7.5,Medium,99,170,261079.97647058824,685,300,1509902.4,15.83699361583352,1.791759469228055,113242.68,0,0,0,0,0,1
2023,other,Commercial Vessel,United States of America,6,57625,7.5,Medium,99,197,300035.71065989847,685,300,9604.166666666666,10.961729133727554,1.9459101490553132,720.3125,0,0,0,0,0,0
2023,other,Commercial Vessel,Unknown,8,20025,7.5,Medium,99,345,1934068.895652174,685,300,2503.125,9.904786708267748,2.1972245773362196,187.734375,0,0,0,0,0,0
2023,other,Express Consignment,Arab Republic of Egypt,2,6001,7.5,Medium,99,29,90317.24137931035,685,1448,3000.5,8.699848026000312,1.0986122886681098,225.0375,0,0,0,0,1,0
